age,religion,community,income,gender,segment,scheme,link
84,muslim,sc,187000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
107,muslim,oc,87000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
34,muslim,sc,135000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
83,others,sc,54000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
86,christian,bc,139000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
48,others,others,67000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
41,hindu,others,104000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
81,hindu,oc,157000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
45,others,sc,62000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
30,hindu,sc,137000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
48,christian,bc,150000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
20,muslim,sc,94000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
74,hindu,mbc,191000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
81,hindu,mbc,62000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
54,hindu,others,125000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
66,muslim,sc,59000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
40,muslim,mbc,98000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
95,hindu,oc,151000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
27,christian,sc,197000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
35,muslim,oc,55000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
34,muslim,others,110000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
69,others,mbc,131000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
58,christian,others,136000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
68,hindu,mbc,58000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
23,others,bc,77000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
71,muslim,sc,86000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
73,hindu,bc,173000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
90,muslim,oc,167000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
96,christian,oc,137000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
34,christian,bc,60000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
45,muslim,others,153000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
64,others,mbc,96000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
54,christian,sc,198000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
88,hindu,bc,52000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
88,others,bc,131000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
61,hindu,sc,159000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
70,hindu,sc,111000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
89,christian,sc,98000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
37,muslim,mbc,62000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
59,others,oc,65000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
58,christian,sc,80000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
81,others,mbc,134000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
34,others,bc,75000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
85,hindu,sc,58000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
89,christian,oc,122000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
92,others,mbc,174000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
64,muslim,mbc,130000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
44,christian,mbc,106000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
35,christian,others,170000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
74,christian,mbc,80000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
101,hindu,sc,78000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
37,muslim,bc,58000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
88,muslim,oc,133000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
27,hindu,mbc,115000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
79,hindu,sc,159000,others,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
81,christian,mbc,120000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
61,christian,sc,113000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
70,hindu,sc,70000,male,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
24,muslim,sc,63000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
86,christian,sc,123000,female,farmer,"['distribution of certified seeds of maize scheme', 'Farm Production System and micro enterprises - Sponsored By State Govt', 'Pipes carrying water from source to field scheme', 'Micro Nutrient spray scheme']","['https://www.tn.gov.in/scheme/data_view/6853', 'https://www.tn.gov.in/scheme/data_view/19617', 'https://www.tn.gov.in/scheme/data_view/6859', 'https://www.tn.gov.in/scheme/data_view/7084']"
