age,religion,community,income,gender,segment,scheme,link
25,muslim,bc,1303000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
57,christian,mbc,1150000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
41,others,others,1483000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,christian,others,1556000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,others,others,607000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,hindu,oc,639000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
44,others,oc,623000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,hindu,mbc,932000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,others,mbc,1627000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
31,hindu,others,1203000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,muslim,oc,1574000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
46,others,oc,1104000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,muslim,oc,614000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,others,mbc,1403000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
26,christian,sc,1001000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,others,bc,1870000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
38,muslim,mbc,1727000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
53,hindu,bc,1541000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,others,bc,762000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,christian,mbc,1452000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
31,christian,oc,1344000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
38,muslim,others,657000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,hindu,sc,1734000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
36,others,oc,1552000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
35,muslim,others,1032000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
41,others,oc,882000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
51,muslim,oc,1056000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,hindu,others,634000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,others,mbc,729000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
46,others,mbc,1704000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,christian,mbc,1757000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,hindu,others,1704000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,hindu,others,1670000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
56,christian,oc,1627000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
48,christian,others,567000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,others,oc,655000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
25,others,mbc,1034000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,muslim,sc,551000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
40,others,others,617000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
33,muslim,others,723000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
36,others,mbc,590000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,muslim,bc,721000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
46,christian,mbc,904000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
33,others,oc,522000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,christian,oc,1665000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
40,others,mbc,1610000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,christian,sc,1517000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,others,bc,1826000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,christian,bc,1391000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
30,christian,bc,559000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,muslim,sc,1043000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
31,christian,bc,870000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
26,muslim,bc,1892000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,muslim,mbc,1191000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,muslim,mbc,1897000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
27,hindu,sc,1434000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
57,christian,mbc,709000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
45,hindu,others,728000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,others,others,772000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
33,muslim,oc,806000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
48,others,mbc,1809000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
34,muslim,others,1531000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
28,hindu,mbc,948000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
55,muslim,oc,515000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,muslim,oc,1406000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
34,hindu,others,1531000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
57,hindu,oc,762000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
42,christian,bc,1315000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,hindu,sc,936000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,christian,bc,707000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,others,oc,1401000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,others,mbc,1490000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
59,christian,mbc,1556000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,muslim,others,877000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,hindu,oc,827000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,christian,sc,1467000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,hindu,others,975000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
26,others,others,677000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
41,hindu,mbc,880000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
56,christian,oc,1141000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
42,hindu,others,1746000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,others,bc,640000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
33,others,bc,1473000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,muslim,others,1801000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,christian,bc,1133000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
35,muslim,bc,872000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,hindu,sc,1264000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
58,hindu,sc,806000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,muslim,oc,1363000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
55,hindu,sc,1251000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
58,hindu,mbc,1019000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
54,others,others,1362000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,muslim,others,1231000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
44,others,bc,1432000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
53,christian,mbc,1286000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,christian,others,661000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
58,others,others,1885000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,christian,oc,1803000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,hindu,bc,907000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
35,others,others,765000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,others,others,667000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,christian,bc,858000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
31,muslim,bc,1854000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
28,others,bc,881000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
44,christian,sc,760000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
42,others,bc,547000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
34,muslim,bc,544000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
35,others,oc,537000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
52,muslim,others,1456000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,christian,oc,1443000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,christian,others,1470000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
40,hindu,bc,1882000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,others,mbc,1736000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
26,christian,mbc,1492000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
25,others,bc,1080000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
57,muslim,others,1204000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
28,others,oc,1007000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
31,hindu,mbc,976000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,christian,others,1937000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
31,muslim,bc,1791000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,muslim,others,1334000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
25,hindu,others,1415000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
46,hindu,others,1710000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
36,hindu,sc,760000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
51,muslim,others,722000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,christian,mbc,1141000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
46,christian,mbc,509000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
40,christian,others,1091000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
41,hindu,sc,1026000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,muslim,oc,1829000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
58,others,oc,1494000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
43,hindu,bc,1000000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,others,oc,926000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,hindu,bc,1012000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
28,others,bc,1788000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
33,christian,bc,674000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
26,others,others,1847000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,others,mbc,971000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,others,oc,1733000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,muslim,others,764000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,muslim,oc,966000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
43,others,mbc,582000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
25,others,others,840000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,muslim,sc,1734000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,others,bc,1064000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
46,christian,bc,697000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,others,bc,605000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
56,christian,sc,1620000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
41,muslim,others,581000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
48,others,mbc,1808000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
55,hindu,bc,1656000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
45,muslim,bc,1316000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
51,muslim,bc,1208000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
36,christian,sc,1721000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
25,others,bc,1625000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,hindu,sc,1412000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
49,christian,others,662000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
28,others,bc,1207000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,hindu,others,1179000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
29,others,oc,1560000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
41,others,oc,1903000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
44,christian,mbc,1402000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
53,christian,mbc,1359000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
26,others,mbc,727000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,hindu,mbc,702000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
30,muslim,sc,534000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
35,muslim,oc,1439000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
45,christian,sc,1509000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
45,muslim,sc,1596000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
31,muslim,mbc,699000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
37,christian,oc,1307000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
35,hindu,bc,1287000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
41,others,sc,1973000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,christian,others,1102000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
38,hindu,oc,1833000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,others,bc,1265000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
46,hindu,sc,1541000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
34,others,oc,616000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
45,christian,bc,811000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
54,muslim,bc,1278000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
36,hindu,sc,1996000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
44,others,sc,860000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
55,christian,mbc,829000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
33,muslim,sc,1533000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
58,others,sc,1576000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
28,christian,oc,618000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
28,hindu,others,882000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
27,muslim,others,570000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,muslim,bc,684000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
59,others,bc,1589000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
32,muslim,oc,710000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,muslim,sc,1153000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
52,others,others,1217000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,muslim,sc,1253000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
59,hindu,oc,905000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
51,christian,others,665000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
50,hindu,sc,1013000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,muslim,sc,1165000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,hindu,others,1372000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
52,christian,mbc,872000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
31,others,oc,955000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,others,bc,1638000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
39,muslim,mbc,1186000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
47,hindu,sc,795000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
51,hindu,oc,1778000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
60,muslim,others,1961000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
58,christian,bc,1612000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
59,muslim,mbc,1911000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
48,christian,mbc,1409000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
27,hindu,sc,1692000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
40,hindu,others,1154000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
28,muslim,sc,1176000,female,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
56,hindu,mbc,742000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
42,others,bc,1312000,male,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
35,hindu,sc,819000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
42,hindu,sc,1800000,others,government employee,['new health insurance scheme'],['https://www.tn.gov.in/scheme/data_view/6787']
