age,religion,community,income,gender,segment,scheme,link
11,hindu,bc,73000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
19,christian,bc,102000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
12,christian,bc,148000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
16,christian,mbc,52000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
20,hindu,mbc,147000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
13,christian,mbc,227000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
11,others,bc,96000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
17,muslim,bc,198000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
1,christian,mbc,58000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
8,muslim,mbc,209000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
2,others,mbc,226000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
11,hindu,bc,112000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
17,christian,bc,248000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
4,muslim,mbc,205000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
18,christian,bc,195000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
8,others,mbc,144000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
10,hindu,bc,205000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
11,muslim,mbc,75000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
8,hindu,bc,141000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
6,christian,mbc,162000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
18,hindu,mbc,156000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
3,others,mbc,128000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
19,christian,mbc,56000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
10,christian,mbc,76000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
3,hindu,bc,74000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
7,others,mbc,80000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
15,others,bc,224000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
5,others,bc,189000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
2,others,bc,107000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
14,others,bc,61000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
15,hindu,bc,223000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
17,christian,bc,217000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
3,hindu,mbc,180000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
3,hindu,bc,233000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
1,muslim,bc,220000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
20,muslim,bc,164000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
15,others,mbc,121000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
17,christian,mbc,177000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
20,others,bc,144000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
19,hindu,bc,135000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
13,hindu,mbc,122000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
16,muslim,bc,170000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
3,others,bc,60000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
11,others,mbc,101000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
1,hindu,mbc,190000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
15,others,bc,240000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
12,hindu,bc,74000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
3,christian,bc,185000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
5,christian,mbc,97000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
3,christian,mbc,230000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
17,christian,mbc,56000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
1,others,mbc,173000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
14,christian,mbc,135000,female,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
15,muslim,bc,130000,male,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
10,christian,mbc,163000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
3,muslim,mbc,59000,others,student,"['post-matric scholarship scheme', 'Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)', 'Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu']","['https://www.tn.gov.in/scheme/data_view/3200', 'https://www.tn.gov.in/scheme/data_view/27488', 'https://www.tn.gov.in/scheme/data_view/27514']"
